text,domain,label,stratify_key
"In a population of giraffes, an environmental change occurs that favors individuals that are tallest. As a result, more of the taller individuals are able to obtain nutrients and survive to pass along their genetic information. This is an example of",life_sciences,0,life_sciences_0
"Analyze the biochemical cascade initiated by the binding of an agonist to a receptor tyrosine kinase, detailing the autophosphorylation process and the subsequent recruitment of SH2 domain-containing proteins.",life_sciences,1,life_sciences_1
Where does the logins users are stored in the SQL server “in which data base “,cs_software,0,cs_software_0
"A survey of 1000 registered voters revealed that 450 people would vote for candidate A in an upcoming election. If 220,000 people vote in the election, how many votes would the survey takers predict candidate A should receive?",mathematics,0,mathematics_0
A rank-one matrix is the product of two vectors,mathematics,0,mathematics_0
What are the specific vectorization challenges of applying SIMD instructions to sparse matrix-vector multiplication (SpMV) using the Compressed Sparse Row (CSR) format?,hpc,1,hpc_1
"In Aristotle’s view, the virtues are:",philosophy_ethics,0,philosophy_ethics_0
Explain how the Information Bottleneck method theoretically models the successive layers of a deep neural network as a trade-off between compression and relevant information preservation.,statistics_ml,1,statistics_ml_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave my four year old daughter a chocolate bar for dinner. Scenario 2 | I tore the price tag off of the child's toy.",philosophy_ethics,0,philosophy_ethics_0
"Principal component analysis ""backwards"": how much variance of the data is explained by a given linear combination of the variables?",statistics_ml,1,statistics_ml_1
How to have the system run a bash script to remap keys after login?,hpc,0,hpc_0
Trouble installing Nvidia drivers + Cuda (Ubuntu 16.04) -- unable to locate the kernel source error,hpc,1,hpc_1
Basic circuit to keep LED either on or off depending on night/day,engineering,0,engineering_0
Define a new measurement as the difference between the 60th and 40th percentile scores in a population. This measurement will give information concerning,statistics_ml,0,statistics_ml_0
How do modern WAFs (Web Application Firewalls) utilize Abstract Syntax Tree (AST) evaluation to detect SQL injection attempts that successfully bypass traditional regex-based sanitization?,cs_software,1,cs_software_1
Show how the L2 penalty in Ridge Regression can be derived exactly as the maximum a posteriori (MAP) estimate assuming a Gaussian prior on the model weights.,statistics_ml,1,statistics_ml_1
"Find y [n] such that y [n] - (5/6)y [n - 1] + (1/6)y [n - 2] = 3^n and y [- 1] = y [- 2] = 0, using the sum of the steady-state and homogene-ous solutions.",engineering,1,engineering_1
Favorite definite integral trick?,mathematics,0,mathematics_0
"What is the mathematical formulation of a Roofline Model, and how do you plot the empirical transition from memory-bound to compute-bound performance for a specific kernel?",hpc,1,hpc_1
"Calculate the internal efficiency and reheat factor for a three-stage turbine operating between an initial pressure of 100 psia, saturated steam, and a final pressure of 1 psia. Assume that the approach velocity is negligible, the stage efficiency is 65 percent and the process is isentropic.",engineering,0,engineering_0
How did the complex maritime trade networks of the Swahili Coast facilitate the dissemination of Islam while maintaining a distinct Bantu-Islamic cultural synthesis?,history_culture,1,history_culture_1
Of the two versions of the principle that Singer considers:,philosophy_ethics,0,philosophy_ethics_0
Why are non zero-centered activation functions a problem in backpropagation?,statistics_ml,0,statistics_ml_0
What are some of the primary social factors that contribute to income inequality in modern urban populations?,social_sciences,0,social_sciences_0
Detail the homological properties of the fundamental group and its relation to covering spaces in algebraic topology.,mathematics,1,mathematics_1
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",engineering,0,engineering_0
Explain the use of space-vector pulse width modulation (SVPWM) to optimize the switching frequency and reduce harmonic losses in a three-phase insulated-gate bipolar transistor (IGBT) inverter.,engineering,1,engineering_1
Explain the architectural differences between shared memory threads and distributed memory passing in the context of hybrid OpenMP and MPI programming.,hpc,1,hpc_1
"For what value of c on 0 < x < 1 is the tangent to the graph of f (x) = e^x - x^2 parallel to the secant line on the interval [0,1]?",mathematics,0,mathematics_0
"Let k >= 2. Let L be the set of strings in {0, 1}^* such that x \in L if and only if the number of 0's in x is divisible by k and the number of 1's in x is odd. The minimum number of states in a deterministic finite automaton (DFA) that recognizes L is",cs_software,1,cs_software_1
"Alice has 8 buckets. Each bucket has t tennis balls in it. There are a total of 56 tennis balls in the buckets. Which number sentence shows how to find, t, the number of tennis balls in each bucket?",mathematics,0,mathematics_0
"Analyze the molecular mechanisms causing off-target DNA cleavage in CRISPR-Cas9 genome editing, and discuss the bioengineering of high-fidelity Cas9 variants to mitigate this.",life_sciences,1,life_sciences_1
Where do you place the starting SQLite database within an Android project?,cs_software,0,cs_software_0
How to convert an output of a matrix into a PNG image?,mathematics,0,mathematics_0
"What are the strict assumptions required for the Gauss-Markov theorem to hold, ensuring that the Ordinary Least Squares (OLS) estimator is the Best Linear Unbiased Estimator (BLUE)?",statistics_ml,1,statistics_ml_1
A compound microscope has an objective that produces a lateral magnification of 10x. What focal length ocular will produce an overall magnification of 100x?,physics_chemistry,0,physics_chemistry_0
"Describe the precise molecular mechanism of V(D)J recombination in B-cell maturation, focusing on the roles of the RAG1/RAG2 complex and Artemis endonuclease in forming hairpin loops.",life_sciences,1,life_sciences_1
How to display russian characters with SQL set to utf8?,cs_software,0,cs_software_0
State the Cauchy-Schwarz inequality for an arbitrary inner product space and prove its corollary regarding the triangle inequality.,mathematics,1,mathematics_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I stole a kiss from my girlfriend Scenario 2 | I laughed when my friend appeared to be upset.",philosophy_ethics,0,philosophy_ethics_0
At the break-even point,social_sciences,0,social_sciences_0
Which definition of evolution would have been most foreign to Charles Darwin during his lifetime?,life_sciences,0,life_sciences_0
Typing ' to  does not save the message to database,cs_software,0,cs_software_0
"What are the logical vulnerabilities in Anselm’s ontological argument for the existence of God, specifically regarding Kant's assertion that 'existence is not a predicate'?",philosophy_ethics,1,philosophy_ethics_1
How does the Wasserstein distance (Earth Mover's Distance) mathematically provide smoother gradients for the critic in WGANs compared to the Jensen-Shannon divergence?,statistics_ml,1,statistics_ml_1
"How to estimate Relative Risks in Multivariate Binary Logistic Regression Models, instead of Odds Ratios?",statistics_ml,1,statistics_ml_1
